title,epi,page,tb,words
EJ39,002,00002,1,"['NICE', 'TO', 'MEET', 'you']"
EJ42,002,00017,5,[]
EJ40,007,00003,5,['O#']
EJ35,003,00011,2,['%']
EJ41,006,00001,15,"['QUIETLY', 'ouetiy']"
EJ41,004,00001,8,"['HEY', 'KID']"
EJ38,008,00002,2,"['-WHY', 'ARE', 'YOUJASKING', 'IE-', 'YOUALREADY', 'KNOW', ""WHAT'S"", 'kV', 'GGDRASIL\xe2\x80\x9d']"
EJ36,008,00005,12,"['BUT', 'IF', 'YOU', 'WANT', 'TO', 'KEEP', 'ON', 'TRYING', 'TO', 'KILL', 'ME']"
EJ36,005,00002,0,['SHNK']
EJ43,003,00008,19,"[""1'VE"", 'HAD', 'SIMILAR', 'THOUGHTS']"
EJ35,007,00011,10,"['HOW', 'DO', 'WE', 'EVEN', 'BEGIN', 'TO', 'LOOK', 'FOR', 'IT']"
EJ43,007,00010,3,"['OH', 'COME', 'ON', ""DON'T"", 'GIVE', 'UP', 'Now']"
EJ43,001,00001,3,"['QUESTION', '1', 'GENIUS', 'AND', '[X]', 'ARE', 'Two', 'SIDES', 'OF', 'THE', 'SAME', 'COIN']"
EJ41,002,00008,10,"['A', 'COOL', 'Guy', 'LIKE', 'ME', ""DOESN'T"", 'CHEAT']"
EJ40,008,00006,6,"['NEXT', ""YOU'RE"", 'UP', 'SADAKO']"
EJ38,002,00008,12,"['IT', 'REALL', 'THE', 'ONLY', 'ONE', 'WHO', 'TELEPORTED', '\xe2\x80\x98|', 'INTO', 'THE', 'GAME', 'WORLD']"
EJ39,006,00002,11,"[""THAT'S"", 'POINT', 'RIGHT']"
EJ43,006,00005,14,"['HEY', '\\', 'FURU-', 'HASHI']"
EJ42,004,00014,24,"['I', 'SURE', 'DID']"
EJ36,006,00007,19,"['I', 'LOOK', 'FORWARD', 'TOA', 'PRODUCTIVE', 'YEAR', 'TOGETHER']"
EJ39,008,00004,25,['SHUT']
EJ34,009,00005,16,"['WHA', 'AAT']"
EJ36,003,00002,4,"['ANV', 'WHAT', 'IS', 'THIS', 'FILMY', 'STUFF', 'COVERING', 'NAGISA']"
EJ42,006,00010,10,"[""I'LL"", 'BE', 'FINE', 'EHEH', 'EHEH']"
EJ37,003,00003,15,"['THAT', 'CAVE']"
EJ42,001,00014,1,['FWAP']
EJ36,009,00010,9,"[""WE'RE"", 'SENDING', 'IN']"
EJ40,001,00004,29,['fine']
EJ40,009,00011,10,"['well', '\\oOkS', 'Wee']"
EJ43,002,00003,14,"['BESIDES', 'BOTH', 'OF', 'YOULL']"
EJ35,002,00001,7,"['-.ON', 'THIS', 'BABY']"
EJ41,009,00005,6,['PUTIN']
EJ35,005,00007,11,"['ARE', 'YOU', 'SERIOUS', 'CRICKET']"
EJ35,006,00007,6,"['EVERY-', 'THING', 'ELSE']"
EJ40,004,00015,9,[]
EJ40,004,00004,17,[]
EJ39,010,00006,2,"['Ore', '|', 'Ee', 'NAME', '_', '\xe2\x80\x9cLIFE', 'OR', 'DEATH\xe2\x80\x9d', 'SuG-', 'GESTS']"
EJ36,001,00005,10,"['OKAY', 'SOMEONE', 'PLEASE', 'HAND', 'ME', 'A', 'GUN', ""THAT'S"", 'LOADED']"
EJ42,003,00016,17,"[""I'VE"", 'THOUGHT', 'AND', 'THOUGHT', 'BUT', 'I', 'STILL', ""CAN'T"", '', 'DECIDE']"
EJ38,005,00006,4,"['TEE', 'HEE']"
EJ37,005,00005,30,"['YES', 'AN', 'EQUIPMENT', 'SHED', 'OF', 'COURSE']"
EJ43,004,00011,0,"['NOBODY', ""'S"", 'GOING', 'TO', 'GET', 'MARRIED']"
EJ39,004,00004,13,"['|', 'HEE', 'HEE', ""THAT'S"", 'SOME-', 'THING', 'I', 'WORKED', 'HARD', 'TO', 'FIGURE', 'OUT', '|']"
EJ40,002,00004,1,['Joy']
EJ40,006,00005,37,"[""WHy'S"", 'MY', 'HEART', 'BEATING', 'es)', ')', 'FAST']"
EJ37,008,00002,1,"['WERE', 'OFF', 'TO', 'GET', 'THE', 'RAW', 'MATERIALS', 'FOR', 'GUN-', 'POWDERI']"
EJ41,007,00010,30,"['HELLO', 'SHINIGAMI-SAMA', 'THIS', 'IS', 'THE', 'SCYTHEMEISTER', 'MAKA']"
EJ39,002,00002,10,['wi']
EJ35,003,00011,3,"['THOSE', 'ILLEGAL', 'COILS']"
EJ42,002,00017,6,"['POSSIBLE', 'AFTER', 'ALL', '|']"
EJ40,007,00003,6,"['COME', 'TO', 'THE', 'FACULTY', 'ROOM', 'RIGHT', 'NOW']"
EJ41,006,00001,16,"['HEYIS', 'STOP', 'ALL', 'THAT', 'MUMBLING', '4t/']"
EJ41,004,00001,9,"[""++.DON'T"", 'YOU', 'THINK', ""YOU'RE"", 'BEING', 'RUDE', 'TO', 'THAT', 'GIRL']"
EJ38,008,00002,20,"['SURRENDER', 'YOUR', 'LIVES', 'WITHOUT', 'A', 'FUSS']"
EJ36,008,00005,13,"['wl', 'HAVE', 'PLENTY', 'MORE', 'HAIRSPRAY', 'AND', 'NAIL', 'POLISH']"
EJ36,005,00002,1,"['S', 'HNK']"
EJ35,007,00011,11,"['THERE', 'ARE', 'TOO', 'MANY', 'PEOPLE']"
EJ43,001,00001,4,"['CAN', 'UNDOER-', 'STANO', 'THE', 'STRUGGLES', 'OF', 'OTHERS.\xe2\x80\x9d']"
EJ43,007,00010,4,"['WE', 'CAN', 'sTitt', 'DO', 'THIS', 'OGATA']"
EJ43,003,00008,2,['SENSEI']
EJ41,002,00008,11,['NYA']
EJ40,008,00006,7,[]
EJ38,002,00008,13,['Sebas']
EJ39,006,00002,12,"['~', 'YEP', 'AND', '}', 'SINCE', 'YOU', 'FOUND', 'A', 'GO', 'MATCH', 'AHEAD', 'you', 'CAN', 'PICK', 'AGAIN']"
EJ43,006,00005,15,"[""YOU'RE"", 'SFACING', 'OUT']"
EJ42,004,00014,25,"['I', 'GOT', 'LUCKY', 'AS', 'ADOG']"
EJ36,006,00007,2,['HIYA']
EJ34,009,00005,17,"['HAVE', 'DEVELOPED', '\xc2\xa9', 'ee', 'ENOUGH', 'YET', 'PERFORM', 'iT', 'Ti']"
EJ39,008,00004,26,[]
EJ36,003,00002,5,"['ACTUALLY', 'ISHED', 'MY', 'SKIN', 'ONCE', 'A', 'MONTH', 'OR', 'SO']"
EJ42,006,00010,11,"['I', 'FEEL', 'REALLY', 'SICK']"
EJ42,001,00014,10,[]
EJ37,003,00003,16,"[""ISN'T"", 'THIS', 'WHERE', 'I', 'WAS', 'FOR', 'THOUSANDS', 'OF', 'YEARS']"
EJ37,001,00001,0,"['ON', 'THATEDAY']"
EJ40,009,00011,11,"[""SHE'S"", 'GONE', 'OUT', 'WITH', 'A', 'HUNDRED', 'Guys']"
EJ40,001,00004,3,"['LIKE', 'ON', 'THE', 'FIRST', 'DAY', 'OF', 'HIGH', 'SCHOOL']"
EJ35,002,00001,8,[]
EJ43,002,00003,15,"['HAVE', 'AMAZING', 'GIFTS', 'WHY', 'WASTE', 'THEM']"
EJ35,005,00007,12,"['THE', 'WHOLE', 'FAMILY', 'DISAPPEARED', 'TWO', 'YEARS', '', 'AGO', 'J']"
EJ41,009,00005,7,[]
EJ35,006,00007,7,"['OH', 'wow']"
EJ40,004,00004,18,[]
EJ40,005,00001,0,['MORNING']
EJ39,010,00006,3,[]
EJ42,003,00016,18,"['301', 'WANT', 'TO', 'KNOW']"
EJ36,001,00005,11,"['LIKE', 'T', 'SAID']"
EJ38,005,00006,5,[]
EJ43,004,00011,1,[]
EJ39,004,00004,14,"['FOR', 'THIS', 'EXAMPLE', ""LET'S"", 'ASSUME', 'SAOTOME-', 'SAN', 'HAD', 'TWENTY', 'PEOPLE', 'VOTING', 'FOR', 'HER']"
EJ37,005,00005,31,"['IF', 'ONLY', 'THOSE', 'STILL', 'EXISTED']"
EJ40,002,00004,10,[]
EJ40,006,00005,38,[]
EJ37,008,00002,10,[]
EJ41,007,00010,31,"['AND', 'THE', 'SHADOW', 'WEAPON', 'MEISTER', 'BLACK\xe2\x80\x9c', 'STAR']"
EJ39,002,00002,11,"['IT', 'HEAR', ""MARY'S"", 'GONNA', 'GAMBLE', 'WITH', 'THE', 'TRANSFER', 'STUDENT']"
EJ35,003,00011,4,"['+', 'ARE', 'STILL', 'MINE', 'FOR', 'THE', 'TAKING']"
EJ40,007,00003,7,"['\xc2\xa9', 'No', 'IT\xe2\x80\x99S', 'ALL', 'RIGHT']"
EJ42,002,00017,7,['HINA']
EJ41,006,00001,17,"['PLEASE', ""DON'T"", 'MAKE', 'YOUR', 'BIG', 'S/S']"
EJ41,004,00002,0,"[""THAT'S"", 'NOT', 'TRUE', 'AT', 'ALL']"
EJ38,008,00002,21,"['--AND', 'THIS', ""WON'T"", 'HURT', 'A', 'BIT']"
EJ36,008,00005,14,"['CAN', 'I', 'ASK', 'YOU', 'SOME-', 'THING']"
EJ36,005,00002,10,['HEY']
EJ35,007,00011,12,"['WHEN', ""YOU'VE"", 'GOT', 'NO', 'ANSWERS']"
EJ43,007,00010,5,['BYE']
EJ43,001,00002,0,[]
EJ41,002,00008,2,"['YOu', 'ALL', 'ou']"
EJ40,008,00006,8,"['THAT', 'MINDS', 'ME']"
EJ43,003,00008,20,['OH']
EJ39,006,00002,13,"['|', 'THE', 'KING', 'OF', 'CLUBS', 'ANOTHER', 'MISS']"
EJ38,002,00008,14,"['Yes', 'Momonga-', 'sama', 'What', 'is', 'it']"
EJ43,006,00005,16,['EEK']
EJ42,004,00014,26,"['JOIN', 'ME', 'FOR', 'A', 'DRINK']"
EJ34,009,00005,2,"['lS', 'THAT', 'ROCK']"
EJ39,008,00004,27,['AH']
EJ36,006,00007,20,"['NICE', 'TO', 'you', 'TOO']"
EJ36,003,00002,6,[]
EJ42,006,00010,12,"['SERI-', 'OUSLY']"
EJ42,001,00014,11,[]
EJ37,003,00003,17,[]
EJ37,001,00001,1,"['(EVER', 'HiMNON', 'PEARTH', 'SS']"
EJ40,009,00011,12,"['OH', 'REALLY']"
EJ40,001,00004,30,[]
EJ35,002,00002,0,"['P', 'A', 'LOOKS', 'LIKE', 'A', 'PLAIN', 'OLD', 'SQUIRT', 'GUN', 'TO', 'ME']"
EJ43,002,00003,16,"['YOU', 'SHOULD', 'REALLY', 'MAKE', 'THE', 'MOST', 'OF', 'YOUR', 'TALENTS']"
EJ35,006,00007,8,"['MEANING', 'YOU', 'USE', 'YOUR', 'OWN', 'BRAIN', 'TO', 'FIND', 'AND', 'RECOVER']"
EJ35,005,00007,13,"['I', 'THOUGHT', ""I'D"", 'LAID', 'MY', 'EYES', 'ON', 'ALL', 'OF', 'HER', 'RESEARCH', 'FROM', 'BEFORE', 'THEN']"
EJ41,009,00005,8,['NO']
EJ40,004,00004,19,"['Tned', 'tiHtina']"
EJ40,005,00001,1,"['GOOD', 'MORN-', 'ING']"
EJ39,010,00006,4,['WHOA']
EJ36,001,00005,12,"['', 'THESE', 'BULLETS\xe2\x80\x94', ""BB'S\xe2\x80\x94"", 'ARE', 'HARMLESS', 'TO', 'YOU']"
EJ42,003,00016,19,"['TELL', 'ME', 'MISTER']"
EJ38,005,00006,6,"['somt-', '\xe2\x80\x98', 'THING']"
EJ39,004,00004,15,"['SHE', ""CAN'T"", 'GET', 'THEM', '70', 'VOTE', 'FOR', 'THE', 'SAME', 'CARD', 'THE', 'TRICK', ""WOULDN'T"", 'WORK']"
EJ43,004,00011,10,"['Cut', 'that', 'out']"
EJ37,005,00005,32,"['IN', 'A', 'WORLD', '3,700', 'YEARS', 'POST-', 'CIVILIZATION']"
EJ40,002,00004,11,['WHOA']
EJ40,006,00005,39,"['Jo', 'SKN', 'aw', '', 'aca', '|)']"
EJ37,008,00002,2,"['HAKONE', '(S', 'OUR', 'DESTINA-', 'TION']"
EJ41,007,00010,4,"['ee', ""LET'S"", 'GO', 'TSUBAKI']"
EJ39,002,00002,12,"['}', 'WHOA', 'I', 'WONDER', 'IF', ""SHE'S"", 'GOING', 'TO', 'PLAY', 'THAT', 'WITH', 'HER']"
EJ35,003,00011,5,['cvRoo']
EJ42,002,00017,8,"['THIS', 'I9', 'HOW', 'THINGS', 'WORK', 'FOR', 'GROWN-UPS']"
EJ40,007,00003,8,"['IF', 'YOU', ""DON'T"", 'COME', 'HERE', 'IN', 'ONE', 'MINUTE', ""I'M"", 'GONNA', 'BLAB', 'EMBARRASSING', '\\', 'DETAILS', 'ABOUT', 'YOUR', 'PAST']"
EJ41,006,00001,18,"['1M', 'LEFT', 'OVER']"
EJ41,004,00002,1,"['BLACK', ""STAR'S"", 'JUST', 'A', 'LITTLE...A', 'LITTLE', 'SLOW', ""THAT'S"", 'ALL']"
EJ38,008,00002,22,"['IF', 'YOU', 'REFLISE']"
EJ36,008,00005,15,"[""YOU'RE"", 'A', 'TEACHER', 'RIGHT', 'KORO', 'SENSEI']"
EJ36,005,00002,11,"['YOUR', 'SMILES', 'LOOKED', 'ABIT', 'FORCED']"
EJ35,007,00011,13,[]
EJ43,007,00010,6,"['OGATA-', 'aaa']"
EJ43,001,00003,0,[]
EJ41,002,00008,3,"['Il', 'ST', 'GO', 'AND', 'DIES']"
EJ40,008,00006,9,"['SOME-', 'THING']"
EJ43,003,00008,21,"['THANK', 'YOU']"
EJ39,006,00002,14,"['OH-', 'HO']"
EJ38,002,00008,15,"['What\xe2\x80\x99s', 'it', 'like', 'out', 'there']"
EJ43,006,00005,17,"['Y-YOU', 'STARTLED', 'ME']"
EJ42,004,00014,27,"['IT\xe2\x80\x99S', 'ON', 'Me']"
EJ36,006,00007,21,"[""IT'S"", 'NICE', 'TO', 'MEET', 'YOU', 'KORO', 'SENSEI']"
EJ39,008,00004,3,['FONAITITVHZ']
EJ34,009,00005,3,"['\xc3\xa9', 'THE', 'TREE', 'STUMP', 'SO', 'THAT\xe2\x80\x99S', 'WHAT', 'IT', 'LOOKS', 'LIKE', 'FROM', 'BEHINC']"
EJ36,003,00002,7,[]
EJ42,006,00010,13,"['mM', 'I', 'LA', 'La', 'La', 'A)']"
EJ42,001,00014,12,['AHHH']
EJ37,003,00003,18,[]
EJ37,001,00001,2,"['TURNED', '=', '0h', 'STONE']"
EJ40,009,00011,13,"['AND', 'WHO', 'SAID', 'THAT']"
EJ35,002,00002,1,"['THAT', '/7T', '/s/']"
EJ43,002,00003,17,[]
EJ40,001,00004,31,[]
EJ35,006,00007,9,[]
EJ35,005,00007,14,"[""WHO'DA"", 'THUNK', ""I'D"", 'RUN', 'INTO', 'NEW', 'WORK', 'OF', 'HERS', 'LIKE', 'THIS']"
EJ41,009,00005,9,['Au']
EJ40,004,00004,2,"['OH', 'YEAH', 'I', 'HEARD']"
EJ40,005,00001,10,['HE\xe2\x80\x99s']
EJ39,010,00006,5,"['FIVE', 'CHIPS', '/N', '|', 'EIGHT', 'DIFFER-', 'ENT', 'PLACES']"
EJ36,001,00005,13,['KChik']
EJ42,003,00016,2,['HINA']
EJ38,005,00006,7,['(\xe2\x80\x987LOP']
EJ43,004,00011,11,"['Ha', 'Nal', ""He's"", 'blush-', 'ing']"
EJ37,005,00005,33,"['REMEMBER', 'WHEN', 'WE', 'USED', 'THESE', 'SEASHELLS', 'TO', 'SHAVE', 'YOUR', 'BEARD', 'BIG', '~', 'OAF']"
EJ40,002,00004,12,[]
EJ39,004,00004,16,['YEAH']
EJ37,008,00002,3,"['THIS', 'GRAND', 'ADVENTURE', 'OF', 'OURS', 'WILL', 'ONLY', 'TAKE', 'US', '80', 'KILOMETERS', 'AWAY', '|']"
EJ40,006,00005,4,[]
EJ41,007,00010,5,"['YES', 'SIR']"
EJ39,002,00002,13,"['NOW', 'THEN', 'WHAT', 'KIND', 'OF', 'GAME', 'SHALL', 'WE', 'PLAY']"
EJ35,003,00011,6,[]
EJ40,007,00003,9,[]
EJ42,002,00017,9,"['WHEN', 'YOU', 'WORK', 'HARD']"
EJ41,006,00001,19,"['|', 'conto', 'y', 'TY', 'TO']"
EJ41,004,00002,10,"['DWILE', 'NEVER']"
EJ38,008,00002,23,[]
EJ36,008,00005,16,[]
EJ36,005,00002,12,"['NOT', 'CONVINCING', 'ENOLIGH', 'TO', 'GET', 'ME', 'TO', 'LET', 'MY', 'GUARD', 'DOWN']"
EJ35,007,00011,14,"['--', 'THE', 'BEST', 'WAY', 'TO', 'GET', 'ONE', '|S', 'TO', 'ASK', '\xe2\x80\x98EM', 'IN', 'PERSON']"
EJ43,007,00010,7,['HUH']
EJ41,002,00008,4,['SOUL']
EJ43,001,00003,1,"['NAME', 'IS']"
EJ43,003,00008,22,"['BUT', '|', 'MEAN', '|', 'DON\xe2\x80\x99T', 'REALLY', 'BELIEVE', 'THAT', 'STUFF']"
EJ40,008,00007,0,['SURE']
EJ38,002,00008,16,"['TO', 'CREAT', '\xe2\x80\x9cTOMBIC', 'OF', 'NAZARICK', 'WAS', '|', 'NSU)', 'OUNDED', '\xc2\xbb', 'By', 'POISONOUS', 'PEIGOGS']"
EJ39,006,00002,15,"['I', 'RE-', 'MEMBER', 'SEEING', 'A', 'KING', 'OF', 'CLUBS', 'BEFORE']"
EJ43,006,00005,18,[]
EJ42,004,00014,28,"['OH', 'YEAH']"
EJ36,006,00007,22,"['KIDDING', 'SORRY', ""I'MLATE""]"
EJ39,008,00004,4,"['~', 'ALLOWEDTO', '~', 'CHALLENGE', 'ANYONE']"
EJ34,009,00005,4,[]
EJ36,003,00002,8,[]
EJ42,006,00010,14,['SPEW']
EJ42,001,00014,13,['SMASH']
EJ37,003,00003,2,"['ALSO', 'SALT', 'ACTS', 'AS', 'A', 'GREAT', 'PRESERVATIVE', 'FOR', 'FOOD', '|']"
EJ37,001,00002,0,"['oe', 'ae', 'Bes', 'L=\\1', 'Stone', 'World', 'i']"
EJ40,009,00011,14,"['OH', 'IT']"
EJ35,002,00002,10,"[""THEY'RE"", 'UNBEAT-', 'ABLE']"
EJ43,002,00003,18,"['KNEW', 'IT']"
EJ40,001,00004,32,"['HEY', 'IS', 'SADAKO', 'GONNA', 'COME', 'TOO']"
EJ35,006,00008,0,"['Y', 'IVE', 'NEVER', 'BEEN', 'ANYWHERE', 'WITH', 'SO', 'MANY', 'PEOPLE', 'BEFORE']"
EJ35,005,00007,15,"['IF', ""THAT'S"", 'TRUE', 'THIS', 'IS', 'BIG\xe2\x80\x94', 'VERY', 'BIG']"
EJ41,009,00006,0,"['HYA-HA', 'HA-HA']"
EJ40,004,00004,20,[]
EJ39,010,00006,6,"['ZFALL/', '|', 'Nene', '\xe2\x80\x986', 'STRYING|TO', '=00,/S', 'GET', 'THE', 'LAST.OF', ""YUMEKO'Sx"", 'S', 'CHIPS', 'SHE', 'A', 'DOESN', 'TPA', 'NEED', 'TO(BET', '\xe2\x80\x98IVE', 'CHIPS$']"
EJ36,001,00005,14,[]
EJ40,005,00001,11,"['THE', ""DoG's""]"
EJ42,003,00016,20,"['WHAT', '90', 'YOU', 'WANT', 'TO', '907']"
EJ38,005,00006,8,"['THE', 'EMPIRE', 'MUST', 'HAVE', 'DONE', 'THIS']"
EJ43,004,00011,12,"['THANK', 'YOu', 'BOTH', 'FOR', 'COMING', 'TODAY']"
EJ37,005,00005,34,"['BY', 'SMASHING', 'THEM', 'INTO', 'A', 'FINE', 'POWDER']"
EJ40,002,00004,13,"['KURO-', 'NUMA']"
EJ39,004,00004,17,"['HOWEVER', 'AS', 'FAR', 'AS', 'ZI', 'COULD', 'TELL', 'FROM', 'OBSERVING', 'SAOTOME-', 'SAN', 'THERE', 'WAS', 'NO', 'REGULAR', 'PATTERN', 'TO', 'WHAT', 'CARDS', 'WERE', 'VOTED', 'FOR']"
EJ41,007,00010,6,[]
EJ40,006,00005,40,"['BY', 'THE', 'WAY']"
EJ37,008,00002,4,"['NO', 'AMOUNT', 'OF', 'DETAILS', 'WOULD', 'HELP', 'ME', 'UNDERSTAND', 'BUT', 'IF', 'WE', 'REACH', 'HAKONE']"
EJ39,002,00002,14,"['VOTING', 'ROCE', 'PAPER', '\xe2\x80\x98$C/S=', 'SORS""']"
EJ35,003,00011,7,[]
EJ42,002,00018,0,"['WHAT', 'DO', 'you', 'THINK']"
EJ40,007,00004,0,[]
EJ41,004,00002,11,"['I\xe2\x80\x99M', 'THE', 'STAR', 'INN']"
EJ41,006,00001,2,"['IT', 'LOOKS', 'LIKE', ""WE'VE"", 'ABSORBED', 'ALL', 'OF', 'THE', 'MUMMIES\xe2\x80\x99', 'SPIRITS', 'DID', 'WE', 'SPLIT', 'THEM', 'UP', '_', 'EXACTLY']"
EJ38,008,00002,3,"['IT', 'FEELS', 'VERY', 'UNNATURAL', 'FOR', 'THERE', 'TO', 'BE', 'ARCHANGELS', 'HERE']"
EJ36,008,00005,17,[]
EJ35,007,00011,2,"[""HE'S"", 'OVER', 'THERE']"
EJ43,007,00010,8,"['YOU', 'TURNED', 'IN', 'YOUR', 'ESSAY']"
EJ36,005,00002,2,"['OE)', 'THE', 'PER-', 'FECT', 'TIME', 'TO', 'HELP', 'OUT']"
EJ41,002,00008,5,"['--YOU', 'SAID', 'BEFORE', 'THAT', 'WOMEN', 'SAY', 'THINGS', 'THAT', ""DON'T"", 'MAKE', 'ANY', 'SENSE', 'RIGHT']"
EJ43,001,00003,10,"['1m', 'PRE-', 'FARED']"
EJ40,008,00007,1,"['KAZE-', 'HAYA-', 'KUN']"
EJ43,003,00008,23,"['OKAY', 'OKAY']"
EJ38,002,00008,17,"['We\xe2\x80\x99re', 'on', 'a', 'grassy', 'plain']"
EJ39,006,00002,16,"['RIGHT', 'HERE']"
EJ42,004,00014,29,[]
EJ43,006,00005,19,"[""DON'T"", 'SHOUT', 'LIKE', 'THAT', 'YUIGA']"
EJ36,006,00007,23,[]
EJ39,008,00004,5,"['NO', 'GIANT', 'BETS']"
EJ36,003,00002,9,[]
EJ34,009,00005,5,"['SHINOBI', 'ARE', 'SUPPOSED', 'TO', 'READ', 'THE', 'HIDDEN', 'MEANINGS', 'WITHIN', 'THE', 'HIDDEN', 'MEANINGS', '/']"
EJ42,001,00014,14,[]
EJ42,006,00010,15,"['SEASICK', 'ATA', 'TIME', 'LIKE', 'THIS7']"
EJ37,003,00003,3,"['JUST', 'SALT', 'EXTRACTED', 'FROM', 'SEAWATER']"
EJ37,001,00003,0,"['LISTEN', 'SENKU']"
EJ40,009,00011,15,[]
EJ35,002,00002,11,"['=', ""'"", 'WHEN', ""THEY'RE"", 'POWERED', 'BY', 'THESE', 'THAT', 'IS']"
EJ43,002,00003,19,"['|', 'KNEW', ""YOU'D"", 'GIVE', 'UP', 'ON', 'US', 'TOO']"
EJ40,001,00004,33,"['WHAT', '2)']"
EJ35,006,00008,1,"['THE', 'CENTRAL', '47', 'MUSEUM', 'OF', 'FINE', 'ARTS']"
EJ35,005,00007,16,['YUP']
EJ41,009,00006,1,"['HEY', '', 'DON\xe2\x80\x99T', 'CATCH', 'ME', 'TOO']"
EJ40,004,00004,21,[]
EJ39,010,00006,7,"[""SHE'S"", 'Nga', 'DEFINITELY', 'YPISSED', '~', ""YUMEKO'S"", '\\', '7ALINTING~', '{WENT.A', 'BIT', 'OVERBOARD']"
EJ36,001,00005,15,"['\xe2\x80\x9caauinger-SQUNGSL', 'SauleG)']"
EJ40,005,00001,12,"['DOING', 'FINE']"
EJ42,003,00016,21,"['6009', 'IDEA']"
EJ38,005,00006,9,['OR']
EJ43,004,00011,13,"['HOPE', 'IT', ""WASN'T"", 'TOO', 'CRAZY', 'AT', 'MY', 'HOUSE']"
EJ40,002,00004,14,"['KAZE-', 'HAYA-', 'KUN']"
EJ39,004,00004,18,"['aed', 'PATTERN']"
EJ37,005,00005,4,"['WE', ""HAVEN'T"", 'EVEN', 'TAKEN', 'A', 'STEP', 'VET2']"
EJ41,007,00010,7,"['THE', 'WAY', 'OF', 'ASSAS-', 'SINATION', 'RULE', '#111']"
EJ40,006,00005,41,"['I', ""HAVEN'T"", 'COME', 'UP', 'WITH', 'A', 'NAME', 'FOR', 'THE', 'DOG', 'YET']"
EJ37,008,00002,5,"['\xc2\xab--VOURE', 'SAVING', 'WE', 'CAN', 'MAKE', 'GUN-', 'POWDER']"
EJ39,002,00002,15,"[""TIT'S"", 'AN', 'ORIGINAL', '\xe2\x80\x9cGAME', 'OF', 'CHANCE', 'WE', 'OCCASION-', 'LLY', 'PLAY']"
EJ35,003,00011,8,['(Tun)']
EJ40,007,00004,1,[]
EJ42,002,00018,1,"['WAS', 'IT', '60007']"
EJ41,004,00002,12,"['\xe2\x80\x94=e', 'eee']"
EJ41,006,00001,20,['CTITTTIOANS']
EJ36,008,00005,18,['HEH']
EJ38,008,00002,4,"['+sWHEN', 'YOU', ""DON'T"", 'HAVE', 'CHRISTIANITY']"
EJ35,007,00011,3,['DOOH']
EJ43,007,00010,9,['YES']
EJ36,005,00002,3,"['AN', 'THEY', 'RE', 'ALL', 'TRYING', 'TO', 'KILL', 'ME']"
EJ43,001,00003,11,"['GONNA', 'BE', 'THE', 'FIRST', 'ONE', 'TODAY']"
EJ41,002,00008,6,"['WELL', 'WHAT', 'KIND', 'OF', 'SENSE', 'DOES', '/T', 'MAKE', 'FOR', 'A', 'GUY', 'TO', 'CHEAT', 'ON', 'HIS', 'PARTNER', '']"
EJ43,003,00008,3,"['NOT', 'THIS', 'AGAIN']"
EJ40,008,00007,10,"['Javanese', 'Ghost', 'Stories']"
EJ39,006,00002,17,"['Ssu-', 'MERAG/', ""ISN'T"", 'LOSING', 'E/THER']"
EJ38,002,00008,18,"['grass', 'Hee']"
EJ42,004,00014,3,"['I', 'GOT', 'IT']"
EJ43,006,00005,2,"['|', 'LET', 'MY', 'CURIOSITY', 'GET', 'THE', 'BEST', 'OF', 'Me']"
EJ36,006,00007,3,"['LONG', 'TIME', 'NO', 'SEE', 'NAGISA']"
EJ39,008,00004,6,"['AS', 'LONG', 'AS', 'THE', 'BET', 'IG', 'A', 'REASONABLE', 'AMOUNT', 'NO', 'ONE', '15', 'ALLOWED', 'TO', 'REFUSE', 'THESE', 'CHALLENGES']"
EJ36,003,00003,0,[]
EJ34,009,00005,6,['Reif']
EJ42,001,00014,15,"[""SHE'S"", 'A', 'MONSTER']"
EJ37,003,00003,4,"['PEOPLE', 'CAN', 'EAT', 'JUST', 'ABOUT', 'ANYTHING', '(F', 'ITS', 'SALTED']"
EJ42,006,00010,16,"[""DON'T"", 'GIVE', 'uP']"
EJ37,001,00003,1,"['THERES', 'NO', 'STOPPING', 'ME', 'ITS', 'GOTTA', 'BE', 'TODAY']"
EJ35,002,00002,12,"['Su', '(Swip>']"
EJ43,002,00003,2,"['|', 'DON\xe2\x80\x99T', 'GET', 'WHY', 'SHE', ""DOESN'T"", 'UNDERSTAND']"
EJ40,009,00011,16,['Yano']
EJ40,001,00004,4,['UM']
EJ35,006,00008,10,"['WHAT', 'I']"
EJ35,005,00007,17,"['7', 'THE', 'MYSTERIOUS', 'DISAPPEARANCE', 'OF', 'THE', 'FAMILY', 'OF', 'GENIUSES', 'THAT', 'BUILT', 'THE', 'WORLD', 'AS', 'WE', 'KNOW', 'IT']"
EJ40,004,00004,22,"['OH', ""THAT'S"", 'RIGHT']"
EJ41,009,00006,10,['THER']
EJ39,010,00006,8,[]
EJ40,005,00001,13,"['BUT', 'I', ""HAVEN'T"", 'NAMED', 'HIM', 'YET']"
EJ36,001,00005,16,"['BUT', 'THEY', 'WERE', 'DESIGNED', 'ESPECIALLY', 'FOR', 'ME']"
EJ42,003,00016,22,"['WE', 'SHOULD', 'FINISH', 'BY', 'ASKING', 'HIM']"
EJ43,004,00011,14,"['The', 'rain', 'cleared', 'Ful']"
EJ40,002,00004,15,"[""WHAT'RE"", 'YOU', 'DOING']"
